Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.2	New York Film Critics Circle Award for Best Actress	partial	In 1990, Leigh made a significant career breakthrough when she was awarded New York Film Critics Circle Award for Best Supporting Actress and the Boston Society of Film Critics Award for Best Supporting Actress for her portrayals of two very different prostitutes: the tough streetwalker Tralala who submits to a brutal gang rape in Last Exit to Brooklyn, and Susie, a teenage prostitute who falls in love with ex-con Alec Baldwin in Miami Blues. Roger Ebert included Last Exit in his list of Best Movies of 1990, calling Leigh's performance brave, though his review of Miami Blues was much less sympathetic, simultaneously criticizing Leigh's ability to play dumb roles and praising her ability to play smart roles. Entertainment Weekly, in a backhanded compliment, called her "the Meryl Streep of bimbos". Leigh was then cast in her first mainstream Hollywood studio film, the firefighter drama Backdraft, in which she played a more conventional role, the girlfriend of lead actor William Baldwin. Leigh found more success in the gritty crime drama Rush (1991), portraying an undercover cop who becomes a junkie and falls in love with her partner, played by Jason Patric. Her next film, Single White Female (1992), was a surprise box-office success, bringing Leigh to her largest mainstream audience yet, portraying a mentally ill woman who terrorizes roommate Bridget Fonda. Leigh was awarded the MTV Movie Award for Best Villain and nominated for Chicago Film Critics Association Award for Best Actress. Leigh co-starred with Kathy Bates as a tormented, pill-popping woman hiding a history of childhood sexual abuse in the adaptation of Stephen King's novel Dolores Claiborne (1995). Leigh achieved her greatest acclaim in the role of Sadie Flood, an angry, drug-addicted rock singer living in the shadow of her successful older sister (Mare Winningham), in Georgia (1995). For the role, Leigh dropped to 90 pounds (41 kg) and sang all her songs live, including a rambling 8½-minute version of Van Morrison's "Take Me Back". Georgia was met with critical praise. James Berardinelli wrote, "There are times when it's uncomfortable to watch this performance because it's so powerful", and Janet Maslin of the New York Times described Leigh's "fierce, risk-taking performance and flashes of overwhelming honesty". Leigh won New York Film Critics Circle Award for Best Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=6723,6774
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.2	Academy Award for Best Supporting Actress	partial	In 1990, Leigh made a significant career breakthrough when she was awarded New York Film Critics Circle Award for Best Supporting Actress and the Boston Society of Film Critics Award for Best Supporting Actress for her portrayals of two very different prostitutes: the tough streetwalker Tralala who submits to a brutal gang rape in Last Exit to Brooklyn, and Susie, a teenage prostitute who falls in love with ex-con Alec Baldwin in Miami Blues. Roger Ebert included Last Exit in his list of Best Movies of 1990, calling Leigh's performance brave, though his review of Miami Blues was much less sympathetic, simultaneously criticizing Leigh's ability to play dumb roles and praising her ability to play smart roles. Entertainment Weekly, in a backhanded compliment, called her "the Meryl Streep of bimbos". Leigh was then cast in her first mainstream Hollywood studio film, the firefighter drama Backdraft, in which she played a more conventional role, the girlfriend of lead actor William Baldwin. Leigh found more success in the gritty crime drama Rush (1991), portraying an undercover cop who becomes a junkie and falls in love with her partner, played by Jason Patric. Her next film, Single White Female (1992), was a surprise box-office success, bringing Leigh to her largest mainstream audience yet, portraying a mentally ill woman who terrorizes roommate Bridget Fonda. Leigh was awarded the MTV Movie Award for Best Villain and nominated for Chicago Film Critics Association Award for Best Actress. Leigh co-starred with Kathy Bates as a tormented, pill-popping woman hiding a history of childhood sexual abuse in the adaptation of Stephen King's novel Dolores Claiborne (1995). Leigh achieved her greatest acclaim in the role of Sadie Flood, an angry, drug-addicted rock singer living in the shadow of her successful older sister (Mare Winningham), in Georgia (1995). For the role, Leigh dropped to 90 pounds (41 kg) and sang all her songs live, including a rambling 8½-minute version of Van Morrison's "Take Me Back". Georgia was met with critical praise. James Berardinelli wrote, "There are times when it's uncomfortable to watch this performance because it's so powerful", and Janet Maslin of the New York Times described Leigh's "fierce, risk-taking performance and flashes of overwhelming honesty". Leigh won New York Film Critics Circle Award for Best Actress and Best Actress from the Montreal World Film Festival, as well as an Independent Spirit Award nomination. Some expressed surprise that she was not nominated for an Academy Award, while Winningham was nominated for an Academy Award for Best Supporting Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=6993,7034
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.2	Chicago Film Critics Association Award for Best Actress	partial	In 1990, Leigh made a significant career breakthrough when she was awarded New York Film Critics Circle Award for Best Supporting Actress and the Boston Society of Film Critics Award for Best Supporting Actress for her portrayals of two very different prostitutes: the tough streetwalker Tralala who submits to a brutal gang rape in Last Exit to Brooklyn, and Susie, a teenage prostitute who falls in love with ex-con Alec Baldwin in Miami Blues. Roger Ebert included Last Exit in his list of Best Movies of 1990, calling Leigh's performance brave, though his review of Miami Blues was much less sympathetic, simultaneously criticizing Leigh's ability to play dumb roles and praising her ability to play smart roles. Entertainment Weekly, in a backhanded compliment, called her "the Meryl Streep of bimbos". Leigh was then cast in her first mainstream Hollywood studio film, the firefighter drama Backdraft, in which she played a more conventional role, the girlfriend of lead actor William Baldwin. Leigh found more success in the gritty crime drama Rush (1991), portraying an undercover cop who becomes a junkie and falls in love with her partner, played by Jason Patric. Her next film, Single White Female (1992), was a surprise box-office success, bringing Leigh to her largest mainstream audience yet, portraying a mentally ill woman who terrorizes roommate Bridget Fonda. Leigh was awarded the MTV Movie Award for Best Villain and nominated for Chicago Film Critics Association Award for Best Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=5849,5904
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.2	Chicago Film Critics Association Award for Best Actress	partial	Throughout the 1990s, Leigh worked with many independent film directors. She worked with Robert Altman in Short Cuts (1993), playing a phone-sex operator, and Kansas City (1996), as a streetwise kidnapper. Leigh has expressed admiration for Altman and called him her mentor. In a change of pace from her "bad girl" roles, Leigh played the fast-talking reporter Amy Archer in the Coen Brothers' comic homage to 1950s comedy, The Hudsucker Proxy (1994). Leigh took her first lead role as the writer and critic Dorothy Parker in Alan Rudolph's film Mrs. Parker and the Vicious Circle (1994). She received a Golden Globe Award nomination and a National Society of Film Critics Award for Best Actress, as well as Chicago Film Critics Association Award for Best Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=7744,7799
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.2	National Society of Film Critics Award for Best Actress	partial	Throughout the 1990s, Leigh worked with many independent film directors. She worked with Robert Altman in Short Cuts (1993), playing a phone-sex operator, and Kansas City (1996), as a streetwise kidnapper. Leigh has expressed admiration for Altman and called him her mentor. In a change of pace from her "bad girl" roles, Leigh played the fast-talking reporter Amy Archer in the Coen Brothers' comic homage to 1950s comedy, The Hudsucker Proxy (1994). Leigh took her first lead role as the writer and critic Dorothy Parker in Alan Rudolph's film Mrs. Parker and the Vicious Circle (1994). She received a Golden Globe Award nomination and a National Society of Film Critics Award for Best Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=7676,7731
3669	Jerry Hunt	Occupation	Composer	Abstract	0	composer	exact	Jerry Hunt (November 30, 1943 – November 27, 1993) was an American composer	http://nif.dbpedia.org/wiki/en/Jerry_Hunt?dbpv=2016-10&nif=word&char=67,75
3669	Jerry Hunt	Occupation	Composer	Section	4	Composers Recordings, Inc.	partial	Gay American Composers Composers Recordings, Inc.	http://nif.dbpedia.org/wiki/en/Jerry_Hunt?dbpv=2016-10&nif=phrase&char=5105,5131
3670	Joseph-Ignace Guillotin	Occupation	Physician	Abstract	0	physician	exact	Dr. Joseph-Ignace Guillotin (French pronunciation: ​[ɡijɔtɛ̃]; 28 May 1738 – 26 March 1814) was a French physician	http://nif.dbpedia.org/wiki/en/Joseph-Ignace_Guillotin?dbpv=2016-10&nif=word&char=105,114
3671	Josip Runjanin	Occupation	Croatian	Section	2	Croatian Assembly	partial	In 1864 at the age of 43, Runjanin married the daughter of the pensioned captain Toma Perković. As a representative of the First Banate regiment, he entered the Croatian Assembly	http://nif.dbpedia.org/wiki/en/Josip_Runjanin?dbpv=2016-10&nif=phrase&char=2545,2562
3671	Josip Runjanin	Occupation	Croatian	Abstract	0	Croatian national anthem	partial	Josip Runjanin or Josif Runjanin (Serbian Cyrillic: Јосиф Руњанин; 8 December 1821 – 2 February 1878) was a Croatian Serb composer and lieutenant-colonel of the Austro-Hungarian Army. He is best known for composing the melody of the Croatian national anthem	http://nif.dbpedia.org/wiki/en/Josip_Runjanin?dbpv=2016-10&nif=phrase&char=233,257
3671	Josip Runjanin	Occupation	Croatian	Abstract	0	Croatian Serb	partial	Josip Runjanin or Josif Runjanin (Serbian Cyrillic: Јосиф Руњанин; 8 December 1821 – 2 February 1878) was a Croatian Serb	http://nif.dbpedia.org/wiki/en/Josip_Runjanin?dbpv=2016-10&nif=phrase&char=108,121
3678	Zoë Ball	Occupation	Television	Section	2.1	Granada Television	partial	She began her television career as a runner at Granada Television	http://nif.dbpedia.org/wiki/en/Zoë_Ball?dbpv=2016-10&nif=phrase&char=991,1009
3679	Jan Ravens	Occupation	Actress	Abstract	0	actress	exact	Janet "Jan" Ravens (born 14 May 1958) is an English actress	http://nif.dbpedia.org/wiki/en/Jan_Ravens?dbpv=2016-10&nif=word&char=52,59
3680	Umberto Giordano	Occupation	Composer	Section	3	List of Italian composers	partial	 * List of Italian composers	http://nif.dbpedia.org/wiki/en/Umberto_Giordano?dbpv=2016-10&nif=phrase&char=2878,2903
3681	Albert Pierrepoint	Occupation	Hangman	Section	13	"Hangman 'nearly killed assistant by mistake'"	partial	 * BBC story on the qualities needed of an executioner  * Quotes from Albert Pierrepoint in the 1970s (BBC)  * BBC radio interview with Albert Pierrepoint (25 minutes, Real Audio)  * "Hangman 'nearly killed assistant by mistake'"	http://nif.dbpedia.org/wiki/en/Albert_Pierrepoint?dbpv=2016-10&nif=phrase&char=24635,24681
