Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
1820	Stephen Dunham	Spouse	Alexondra Lee	Section	2	Alexondra Lee	exact	Dunham had a role in The Mummy as Henderson. He played Peter on What I Like About You and Chad on True Jackson, VP. He was also known for his role as Charlie Thorpe in Hot Properties. He played Edward in DAG from 2000 to 2001. He also acted in dozens of other television shows and major films. He played Hunter Franklin on the short-lived sitcom Oh, Grow Up. More recently he appeared in Monster-in-Law (2005), The Bill Engvall Show (2007) and a small cameo appearance in Get Smart (2008). In 2011, he appeared on Hot in Cleveland, playing an Amish bartender, and in 2012, he had a role in Paranormal Activity 4 alongside his real life wife Alexondra Lee	http://nif.dbpedia.org/wiki/en/Stephen_Dunham?dbpv=2016-10&nif=phrase&char=1082,1095
1821	Marian Spore Bush	Spouse	Irving T. Bush	Section	3	Irving T. Bush	exact	In the late 1920s, having dropped the name Flora, Marian "started a breadline in the Bowery. First with her own money and then with the financial assistance of other benefactors, she personally dispensed such things as meal tickets, clothing, spectacles, false teeth, and wheelchairs." She became known to the press as Lady Bountiful of the Bowery. While engaged in this work she met Irving T. Bush	http://nif.dbpedia.org/wiki/en/Marian_Spore_Bush?dbpv=2016-10&nif=phrase&char=4128,4142
1821	Marian Spore Bush	Spouse	Irving T. Bush	Abstract	0	Irving T. Bush	exact	Marian Spore Bush (October 22, 1878 – February 24, 1946) left her successful Michigan dental practice for a studio in Greenwich Village, New York City, and became a self-taught painter in the 1920s. She claimed her large surrealistic works were inspired by long-dead artists who were communicating with her from "beyond the veil." Her predictions of the future, her unusual artwork, her work with the poor in New York City's Bowery, and her eventual marriage to Irving T. Bush	http://nif.dbpedia.org/wiki/en/Marian_Spore_Bush?dbpv=2016-10&nif=phrase&char=462,476
1822	Carroll Baker	Spouse	Jack Garfein	Section	4	Jack Garfein	exact	Baker has been married three times; she first married Louie Ritter in 1953, but the marriage ended within a year, after which she enrolled at the Actors Studio in New York City. Baker alleged that Ritter had raped her when she was still a virgin in the early stages of their relationship. Her second was to director Jack Garfein	http://nif.dbpedia.org/wiki/en/Carroll_Baker?dbpv=2016-10&nif=phrase&char=24813,24825
1822	Carroll Baker	Spouse	Jack Garfein	Section	2.2	Jack Garfein	exact	Baker went on to make the experimental film Something Wild (1961), directed by her then-husband Jack Garfein	http://nif.dbpedia.org/wiki/en/Carroll_Baker?dbpv=2016-10&nif=phrase&char=9431,9443
1823	Sophie Aldred	Spouse	Vince Henderson	Section	3	Vince Henderson	exact	Aldred had a relationship with comedian Les Dennis during his first marriage. She married actor Vince Henderson	http://nif.dbpedia.org/wiki/en/Sophie_Aldred?dbpv=2016-10&nif=phrase&char=3164,3179
1824	Ann Harding	Spouse	Werner Janssen	Section	2	Werner Janssen	exact	Her performances were often heralded by the critics, who cited her diction and stage experience as assets to the then-new medium of "talking pictures". Harding's second film was Her Private Affair, in which she portrayed a wife of questionable morality. The film was an enormous commercial success. During this period, she was generally considered to be one of cinema's most beautiful women, with her waist-length blonde hair as one of her most noted physical attributes. Her films during her peak include The Animal Kingdom, Peter Ibbetson, When Ladies Meet, The Flame Within, and Biography of a Bachelor Girl. Harding, however, eventually became stereotyped as the innocent, self-sacrificing young woman. Following lukewarm responses by both her critics and the public to several of her later 1930s films, she eventually quit making movies when she married the conductor Werner Janssen	http://nif.dbpedia.org/wiki/en/Ann_Harding?dbpv=2016-10&nif=phrase&char=2905,2919
1824	Ann Harding	Spouse	Werner Janssen	Section	3	Werner Janssen	exact	Harding married actor Harry Bannister in 1926. They had one child together before divorcing in 1932. Their daughter Jane was born in 1928 and died in December 2005. In 1937, Harding married Werner Janssen	http://nif.dbpedia.org/wiki/en/Ann_Harding?dbpv=2016-10&nif=phrase&char=3781,3795
1825	Maria de La Cerda y de Lara	Spouse	Charles II, Count of Alençon	Section	1	Charles II, Count of Alençon	exact	Maria remarried only three months after Charles' death to Charles II, Count of Alençon	http://nif.dbpedia.org/wiki/en/Maria_de_La_Cerda_y_de_Lara?dbpv=2016-10&nif=phrase&char=1030,1058
1826	Horst Buchholz	Spouse	Myriam Bru	Section	1	Myriam Bru	exact	In 1958 Buchholz married French actress Myriam Bru	http://nif.dbpedia.org/wiki/en/Horst_Buchholz?dbpv=2016-10&nif=phrase&char=1977,1987
1827	Nicolle Wallace	Spouse	Mark Wallace	Section	3	Mark Wallace	exact	Wallace, a 1990 graduate of Miramonte High School, received a B.A. in Mass Communications from the University of California, Berkeley in 1994, and a master's degree from Northwestern University's Medill School of Journalism in 1996. She lives in New York City and Connecticut with her husband, Mark Wallace	http://nif.dbpedia.org/wiki/en/Nicolle_Wallace?dbpv=2016-10&nif=phrase&char=6433,6445
1828	William Travilla	Spouse	Dona Drake	Section	1	Dona Drake	exact	William Travilla was born on March 22, 1920 in Los Angeles, California. He graduated from Woodbury University and began to work in Hollywood in 1941. He married actress Dona Drake	http://nif.dbpedia.org/wiki/en/William_Travilla?dbpv=2016-10&nif=phrase&char=429,439
1828	William Travilla	Spouse	Dona Drake	Section	1	Dona Drake	exact	In 1951, he had daughter Nia with his wife Dona Drake	http://nif.dbpedia.org/wiki/en/William_Travilla?dbpv=2016-10&nif=phrase&char=878,888
1829	Count Luitpold of Castell-Castell	Spouse	Princess Alexandrine-Louise of Denmark	Section	2	Princess Alexandrine-Louise of Denmark	exact	Luitpold's engagement to Princess Alexandrine-Louise of Denmark	http://nif.dbpedia.org/wiki/en/Count_Luitpold_of_Castell-Castell?dbpv=2016-10&nif=phrase&char=809,847
1829	Count Luitpold of Castell-Castell	Spouse	Princess Alexandrine-Louise of Denmark	Abstract	0	Princess Alexandrine-Louise of Denmark	exact	Count Luitpold Alfred Friedrich Karl of Castell-Castell (German: Luitpold Alfred Friedrich Karl Graf zu Castell-Castell) (born 14 November 1904 in Langenzell, Wiesenbach, Grand Duchy of Baden; died 6 or 8 November 1941 in Bankya near Sofia, Kingdom of Bulgaria) was a staff officer in the German Army during World War II and a member of the extended Danish Royal Family through his marriage to Princess Alexandrine-Louise of Denmark	http://nif.dbpedia.org/wiki/en/Count_Luitpold_of_Castell-Castell?dbpv=2016-10&nif=phrase&char=394,432
1829	Count Luitpold of Castell-Castell	Spouse	Princess Alexandrine-Louise of Denmark	Section	7	Wedding photograph of Count Luitpold of Castell-Castell and Princess Alexandrine-Louise of Denmark	partial	 *  Wedding photograph of Count Luitpold of Castell-Castell and Princess Alexandrine-Louise of Denmark	http://nif.dbpedia.org/wiki/en/Count_Luitpold_of_Castell-Castell?dbpv=2016-10&nif=phrase&char=3223,3322
1830	Robert Zimmer	Spouse	Shadi Bartsch	Section	4	Shadi Bartsch	exact	He was married to Terese Schwartzman, director of strategic initiatives for the university’s Urban Education Institute, but they separated in September 2009 and later divorced. They have three grown sons, David, Benjamin, and Alex Zimmer. In October 2011, he married University of Chicago Classics professor Shadi Bartsch	http://nif.dbpedia.org/wiki/en/Robert_Zimmer?dbpv=2016-10&nif=phrase&char=4858,4871
1831	Corinne Griffith	Spouse	Walter Morosco	Section	3.1	Walter Morosco	exact	Griffith was married four times and produced no children but adopted two girls, Pamela and Cynthia. She married actor and frequent co-star Webster Campbell from 1920 to 1923, producer Walter Morosco	http://nif.dbpedia.org/wiki/en/Corinne_Griffith?dbpv=2016-10&nif=phrase&char=2861,2875
1832	Elizabeth de Clare	Spouse	Roger d'Amory	Abstract	0	Roger d'Amory	exact	Elizabeth de Clare,11th Lady of Clare (16 September 1295 – 4 November 1360) was the heiress to the lordships of Clare, Suffolk in England and Usk in Wales. She was the youngest of the three daughters of Gilbert de Clare, 6th Earl of Hertford and Joan of Acre, and sister of Gilbert de Clare, who later succeeded as the 7th Earl. She is often referred to as Elizabeth de Burgh, due to her first marriage to John de Burgh. Her two successive husbands were Theobald II de Verdun (of the Butler family) and Roger d'Amory	http://nif.dbpedia.org/wiki/en/Elizabeth_de_Clare?dbpv=2016-10&nif=phrase&char=503,516
1832	Elizabeth de Clare	Spouse	Roger d'Amory	Section	4	Roger D'Amory	exact	Just a few weeks later after Isabel's birth, Edward II married Elizabeth to Sir Roger D'Amory	http://nif.dbpedia.org/wiki/en/Elizabeth_de_Clare?dbpv=2016-10&nif=phrase&char=2766,2779
1833	Hugh Parker Guiler	Spouse	Anaïs Nin	Abstract	0	Anaïs Nin	exact	Hugh Parker Guiler (15 February 1898 – 7 January 1985) also known as Ian Hugo was Anaïs Nin	http://nif.dbpedia.org/wiki/en/Hugh_Parker_Guiler?dbpv=2016-10&nif=phrase&char=82,91
1834	Arthur, Prince of Wales	Spouse	Catherine of Aragon	Abstract	0	Catherine of Aragon	exact	Plans for Arthur's marriage began before his third birthday; he was installed as Prince of Wales two years later. He grew especially close to his siblings Margaret and Henry, Duke of York, with the latter of whom he shared some tutors. At the age of eleven, Arthur was formally betrothed to Catherine of Aragon	http://nif.dbpedia.org/wiki/en/Arthur,_Prince_of_Wales?dbpv=2016-10&nif=phrase&char=699,718
1835	Filipa Moniz Perestrelo	Spouse	Christopher Columbus	Abstract	0	Christopher Columbus	exact	Filipa Moniz Perestrelo (c. 1455 – c. 1484) was a Portuguese noblewoman from Porto Santo Island, in Madeira, Portugal. She was the wife of Christopher Columbus	http://nif.dbpedia.org/wiki/en/Filipa_Moniz_Perestrelo?dbpv=2016-10&nif=phrase&char=139,159
1837	Rosario Murillo	Spouse	Daniel Ortega	Abstract	0	Daniel Ortega	exact	Rosario Murillo (Spanish pronunciation: [roˈsaɾjo muˈɾiʝo]; born June 22, 1951) is a Nicaraguan poet and revolutionary who fought in the Sandinista revolution in 1979. She is married to the current President Daniel Ortega	http://nif.dbpedia.org/wiki/en/Rosario_Murillo?dbpv=2016-10&nif=phrase&char=208,221
1837	Rosario Murillo	Spouse	Daniel Ortega	Section	1	Daniel Ortega	exact	Murillo was born in Managua, Nicaragua. She married Daniel Ortega	http://nif.dbpedia.org/wiki/en/Rosario_Murillo?dbpv=2016-10&nif=phrase&char=798,811
1838	Brooke Hayward	Spouse	Dennis Hopper	Section	2	Dennis Hopper	exact	In May 1961, Hayward made her Broadway debut in the stage production of Mandingo opposite her future husband Dennis Hopper	http://nif.dbpedia.org/wiki/en/Brooke_Hayward?dbpv=2016-10&nif=phrase&char=1772,1785
1838	Brooke Hayward	Spouse	Dennis Hopper	Section	3	Dennis Hopper	exact	Hayward was married to Michael M. Thomas from July 1956 until their July 1960 divorce; they had two sons. Hayward met actor Dennis Hopper	http://nif.dbpedia.org/wiki/en/Brooke_Hayward?dbpv=2016-10&nif=phrase&char=2558,2571
1839	Ann Gerry	Spouse	Elbridge Gerry	Abstract	0	Elbridge Gerry	exact	Ann Thompson Gerry (/ˈɡɛri/; August 12, 1763 – March 17, 1849) was the wife of Vice-President Elbridge Gerry	http://nif.dbpedia.org/wiki/en/Ann_Gerry?dbpv=2016-10&nif=phrase&char=94,108
1839	Ann Gerry	Spouse	Elbridge Gerry	Section	1	Elbridge Gerry	exact	Ann Thompson was the daughter of James Thompson (1727–1812) a wealthy Irishman who made his fortune in the merchant trade, and Catharine (Walton) Thompson, daughter of a wealthy New Yorker. Thompson's business was by 1750 based in New York City, where Ann was born in 1763. She was educated in Dublin, Ireland, while her older brothers were educated in Scotland and eventually joined the British Army. Upon completion of her education in the mid-1780s she returned to New York, where some called her "the most beautiful woman in the United States". There she caught the eye of Elbridge Gerry	http://nif.dbpedia.org/wiki/en/Ann_Gerry?dbpv=2016-10&nif=phrase&char=885,899
1840	Connie Booth	Spouse	John Cleese	Section	1.1	John Cleese	exact	Booth's father was a Wall Street stock broker and her mother was an actress. They moved to the state of New York after Connie Booth's birth in Indianapolis, Indiana. Booth entered acting and worked as a Broadway understudy and waitress, meeting John Cleese	http://nif.dbpedia.org/wiki/en/Connie_Booth?dbpv=2016-10&nif=phrase&char=597,608
1840	Connie Booth	Spouse	John Cleese	Abstract	0	John Cleese	exact	Constance "Connie" Booth (born 1944) is an American-born writer, actress, comedian and psychotherapist based in England, best known for appearances on British television and particularly for her portrayal of Polly Sherman in the popular 1970s television show Fawlty Towers, which she co-wrote with her then-husband John Cleese	http://nif.dbpedia.org/wiki/en/Connie_Booth?dbpv=2016-10&nif=phrase&char=315,326
1841	Hannah Van Buren	Spouse	Martin Van Buren	Abstract	0	Martin Van Buren	exact	Hannah Hoes Van Buren (born Hoes; March 8, 1783 – February 5, 1819) was the wife of the eighth President of the United States, Martin Van Buren	http://nif.dbpedia.org/wiki/en/Hannah_Van_Buren?dbpv=2016-10&nif=phrase&char=127,143
1842	Javier Bardem	Spouse	Penélope Cruz	Section	3	Penélope Cruz	exact	In 2007, Bardem began dating Penélope Cruz	http://nif.dbpedia.org/wiki/en/Javier_Bardem?dbpv=2016-10&nif=phrase&char=9537,9550
1842	Javier Bardem	Spouse	Penélope Cruz	Section	2	Penélope Cruz	exact	Bardem came to notice in a small role in his first major motion picture, The Ages of Lulu, when he was 20, in which he appeared along with his mother, Pilar Bardem. Bigas Luna, the director of Lulu, was sufficiently impressed to give him the leading male role in his next film, Jamón Jamón in 1992, in which Bardem played a would-be underwear model and bullfighter. The film, which also starred a teenaged Penélope Cruz	http://nif.dbpedia.org/wiki/en/Javier_Bardem?dbpv=2016-10&nif=phrase&char=3290,3303
1842	Javier Bardem	Spouse	Penélope Cruz	Section	2	Penélope Cruz	exact	Francis Ford Coppola singled out Bardem as an heir to, and even improvement on, Al Pacino, Jack Nicholson and Robert De Niro, referring to Bardem as ambitious, hungry, unwilling to rest on his laurels and always "excited to do something good." Bardem was attached to play the role of Tetro's mentor in Coppola's film Tetro, but the director felt the character should be female, so he was replaced by fellow Spaniard Carmen Maura. Bardem was originally cast to play fictional filmmaker Guido Contini in the film adaptation of the Broadway musical Nine, but dropped out due to exhaustion. The part eventually went to Daniel Day-Lewis. He went on to star alongside Penélope Cruz	http://nif.dbpedia.org/wiki/en/Javier_Bardem?dbpv=2016-10&nif=phrase&char=7146,7159
1842	Javier Bardem	Spouse	Penélope Cruz	Section	2	Penélope Cruz	exact	Francis Ford Coppola singled out Bardem as an heir to, and even improvement on, Al Pacino, Jack Nicholson and Robert De Niro, referring to Bardem as ambitious, hungry, unwilling to rest on his laurels and always "excited to do something good." Bardem was attached to play the role of Tetro's mentor in Coppola's film Tetro, but the director felt the character should be female, so he was replaced by fellow Spaniard Carmen Maura. Bardem was originally cast to play fictional filmmaker Guido Contini in the film adaptation of the Broadway musical Nine, but dropped out due to exhaustion. The part eventually went to Daniel Day-Lewis. He went on to star alongside Penélope Cruz and Scarlett Johansson in Woody Allen's Vicky Cristina Barcelona (2008). In 2010, he was awarded Best Actor at the Cannes Film Festival for his performance in Biutiful directed by Alejandro González Iñárritu, who specifically wrote the film with Bardem in mind. After being overlooked by the Globes and SAG, Bardem was the unexpected Oscar nominee on 25 January 2011, becoming the first all Spanish-language Best Actor nominee ever. He won his 5th Goya Award, this time for Best Actor in Biutiful, dedicating the win to his wife, Penélope Cruz	http://nif.dbpedia.org/wiki/en/Javier_Bardem?dbpv=2016-10&nif=phrase&char=7690,7703
1843	Anna Maria Villani Scicolone	Spouse	Romano Mussolini	Abstract	0	Romano Mussolini	exact	Anna Maria Villani Scicolone (born Anna Maria Villani; 11 May 1938) is the former wife of Romano Mussolini	http://nif.dbpedia.org/wiki/en/Anna_Maria_Villani_Scicolone?dbpv=2016-10&nif=phrase&char=90,106
1844	Mary Russell (character)	Spouse	Sherlock Holmes	Abstract	0	Sherlock Holmes	exact	The stories are set between 1915 and the late 1920s, mainly in England but extending to Scotland, Wales, Palestine, northern India, California, Japan, Portugal, and Morocco. They begin with fifteen-year-old Mary Russell (she was born on 2 January 1900), who runs into a middle-aged individual she realizes is, in fact, Sherlock Holmes - the former consulting detective of Baker Street, now retired to Sussex, where he keeps bees. However, in the form of Mary Russell's memoirs, Sherlock Holmes	http://nif.dbpedia.org/wiki/en/Mary_Russell_(character)?dbpv=2016-10&nif=phrase&char=1021,1036
