number of equals = 2951
number of contains = 176
notInAbstractList = 6906
Appoaches:
	Sbj-Obj = 2313
	Pronoun-Obj = 814
Extraction:
	In Sentence = 2969
	In Paragraph = 158
Blank Sentences = 7
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Sbj-Obj		Princess Dorothea of Schleswig-Holstein-Sonderburg-Beck	http://dbpedia.org/resource/Sophie_Charlotte_of_Brandenburg-Bayreuth	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Princess_Dorothea_of_Schleswig-Holstein-Sonderburg-Beck	of five children born from the marriage of George Frederick Charles, Margrave of Brandenburg-Bayreuth and Princess Dorothea of Schleswig-Holstein-Sonderburg-Beck	Princess Sophie Charlotte of Brandenburg-Bayreuth (Sophie Charlotte Albertine; 27 July 1713 - 2 March 1747), was a German noblewoman member of the House of Hohenzollern and by marriage Duchess of Saxe-Weimar and Saxe-Eisenach. Born in Weferlingen, she was the fourth of five children born from the marriage of George Frederick Charles, Margrave of Brandenburg-Bayreuth and Princess Dorothea of Schleswig-Holstein-Sonderburg-Beck. In 1716 her mother was convicted of adultery and imprisoned; she probably never saw her again.	
Equal	Abstract	In Sentence	Sbj-Obj		Alice Montacute, 5th Countess of Salisbury	http://dbpedia.org/resource/Cecily_Neville,_Duchess_of_Warwick	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Alice_Montacute,_5th_Countess_of_Salisbury	Cecily Neville, 1st Duchess of Warwick, 1st Countess of Worcester (c.1425 – 26 July 1450) was a daughter of Richard Neville, 5th Earl of Salisbury and Alice Montacute, 5th Countess of Salisbury	Cecily Neville, 1st Duchess of Warwick, 1st Countess of Worcester (c.1425 – 26 July 1450) was a daughter of Richard Neville, 5th Earl of Salisbury and Alice Montacute, 5th Countess of Salisbury. Her siblings included Richard Neville, 16th Earl of Warwick; John Neville, 1st Marquess of Montagu; George Neville, (Archbishop of York and Chancellor of England); Katherine Neville, Baroness Hastings; and Alice Neville, Baroness FitzHugh. She was most likely named after her paternal aunt, Cecily Neville, Duchess of York. Her first cousins included Anne of York, Duchess of Exeter; Edmund, Earl of Rutland; Elizabeth of York, Duchess of Suffolk; Margaret of York; George Plantagenet, 1st Duke of Clarence; and Kings Edward IV and Richard III. She first married Henry de Beauchamp, 1st Duke of Warwick, and the only King of the Isle of Wight (as well as of Jersey and Guernsey). Their only daughter was Lady Anne Beauchamp, who was allowed to succeed as suo jure 15th Countess of Warwick. Upon the death of the 15th Countess, the title was inherited by her paternal aunt, also named Lady Anne. Lady Anne married Cecily's brother, Richard Neville, who would become jure uxoris 16th Earl of Warwick. Her second husband was John Tiptoft, 1st Earl of Worcester. They had no children. She is buried with her first husband, the Duke of Warwick, in Tewkesbury Abbey.	
Equal	Abstract	In Sentence	Sbj-Obj		Mariana Victoria of Spain	http://dbpedia.org/resource/Infanta_Maria_Ana_Francisca_of_Portugal	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Mariana_Victoria_of_Spain	Maria Ana Francisca of Braganza (Maria Ana Francisca Josefa Rita Joana; 7 October 1736 – 16 May 1813), was a Portuguese infanta daughter of King Joseph I of Portugal and his wife Mariana Victoria of Spain	Maria Ana Francisca of Braganza (Maria Ana Francisca Josefa Rita Joana; 7 October 1736 – 16 May 1813), was a Portuguese infanta daughter of King Joseph I of Portugal and his wife Mariana Victoria of Spain.	
Equal	Abstract	In Sentence	Sbj-Obj		Mariana Victoria of Spain	http://dbpedia.org/resource/Infanta_Maria_Doroteia_of_Portugal	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Mariana_Victoria_of_Spain	Maria Doroteia of Braganza (Maria Francisca Doroteia Josefa Antónia Gertrudes Rita Joana Efigénia; 21 September 1739 – 14 January 1771), was a Portuguese infanta daughter of King Joseph I of Portugal and his wife Mariana Victoria of Spain	Maria Doroteia of Braganza (Maria Francisca Doroteia Josefa Antónia Gertrudes Rita Joana Efigénia; 21 September 1739 – 14 January 1771), was a Portuguese infanta daughter of King Joseph I of Portugal and his wife Mariana Victoria of Spain.	
Equal	Abstract	In Sentence	Sbj-Obj		Princess Clémentine of Belgium	http://dbpedia.org/resource/Marie_Clotilde_Bonaparte	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Princess_Clémentine_of_Belgium	Marie Clotilde Eugénie Alberte Laetitia Généviève Bonaparte (20 March 1912, Brussels, Belgium – 14 April 1996, Château de la Pommerie, Cendrieux, France) was a French princess of the Bonaparte dynasty, the eldest child of Victor, Prince Napoléon and his wife Princess Clémentine of Belgium	Princess Marie Clotilde Eugénie Alberte Laetitia Généviève Bonaparte (20 March 1912, Brussels, Belgium – 14 April 1996, Château de la Pommerie, Cendrieux, France) was a French princess of the Bonaparte dynasty, the eldest child of Victor, Prince Napoléon and his wife Princess Clémentine of Belgium.	
Equal	Abstract	In Sentence	Sbj-Obj		Sophia Dorothea of Hanover	http://dbpedia.org/resource/Anna_Amalia,_Abbess_of_Quedlinburg	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Sophia_Dorothea_of_Hanover	of ten surviving children of King Frederick William I of Prussia and Sophia Dorothea of Hanover	Princess Anna Amalia of Prussia (9 November 1723 – 30 March 1787) was Princess-Abbess of Quedlinburg. She was one of ten surviving children of King Frederick William I of Prussia and Sophia Dorothea of Hanover.	
Equal	Abstract	In Sentence	Sbj-Obj		Victor, Prince Napoléon	http://dbpedia.org/resource/Marie_Clotilde_Bonaparte	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Victor,_Prince_Napoléon	Marie Clotilde Eugénie Alberte Laetitia Généviève Bonaparte (20 March 1912, Brussels, Belgium – 14 April 1996, Château de la Pommerie, Cendrieux, France) was a French princess of the Bonaparte dynasty, the eldest child of Victor, Prince Napoléon	Princess Marie Clotilde Eugénie Alberte Laetitia Généviève Bonaparte (20 March 1912, Brussels, Belgium – 14 April 1996, Château de la Pommerie, Cendrieux, France) was a French princess of the Bonaparte dynasty, the eldest child of Victor, Prince Napoléon and his wife Princess Clémentine of Belgium.	
Equal	Abstract	In Sentence	Sbj-Obj		P. Ramlee	http://dbpedia.org/resource/Nasir_P._Ramlee	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/P._Ramlee	Nasir P. Ramlee	Nasir P. Ramlee was the son of Malaysia's silver screen legend, P. Ramlee. He was born in Singapore on 23 November 1953. His mother was Junaidah Daeng Harris, whom P. Ramlee married in 1951 and divorced in 1954. His sibling was Arfan P. Ramlee (1954–1998). He was also an actor, composer, musician and a singer.	
Equal	Abstract	In Sentence	Pronoun-Obj		Dorothy Adams	http://dbpedia.org/resource/Rachel_Ames	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Dorothy_Adams	(**she=Rachel Ames**): She is the daughter of actors Byron Foulger and Dorothy Adams	Rachel Ames (born Rachel Kay Foulger, November 2, 1929) is an American film and television actress. She is best known for her role as Audrey March Hardy on the soap opera General Hospital. Ames's role is the longest-running in the series' history, spanning over fifty years and earning her multiple Emmy Award nominations. Ames also had a brief career in films, appearing in When Worlds Collide (1951), Arrowhead (1953), and Daddy's Gone A-Hunting (1969). She is the daughter of actors Byron Foulger and Dorothy Adams.	
Equal	Abstract	In Sentence	Sbj-Obj		Liang Sicheng	http://dbpedia.org/resource/Liang_Congjie	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Liang_Sicheng	Liang's father, architect Liang Sicheng	Liang Congjie (Chinese: 梁从诫; 4 August 1932 – 28 October 2010) was a Chinese historian best known for his work as an environmental activist who established the Friends of Nature in 1994 as the first environmental non-governmental organization to be officially recognized by the government of the People's Republic of China. Liang's father, architect Liang Sicheng, had led attempts to prevent the destruction of the walls surrounding Beijing with the land to be used for the construction of highways. His grandfather Liang Qichao spent 14 years in exile in Japan after he advocated on behalf of turning the Qing Dynasty into a constitutional monarchy. His ancestry came to haunt him during the Maoist Cultural Revolution when he was purged for his being the "grandson of China's biggest royalist". Liang was ultimately able to attend Peking University. Having learned about the activities of Greenpeace, Liang and three of his colleagues at the Academy for Chinese Culture came to agreement that a corresponding organization was required in China to address growing environmental concerns in that country. The group that they formed, Friends of Nature, eschewed Greenpeace's more confrontational techniques, choosing to develop grassroots concern about nature through fostering environmental awareness in schools and establishing the nation's first birdwatching group. The organization worked with the Chinese government to ensure enforcement of existing environmental law, including efforts to protect a Tibetan antelope which were on the path to extinction and videotaping the cutting stands of old-growth forest in Western China that led to a 1999 order by Zhu Rongji prohibiting cutting down such trees. Environmentalist Ma Jun described Liang as having "incubated the first generation of environmentalists in China" and described how he worked in conjunction with the government on a "constructively critical" basis to build support for protecting the environment. Friends of Nature's Li Bo credited him with "promoting ordinary Chinese's participation in supervising pollution problems and protecting the environment". Liang was recognized in 2000 with the Ramon Magsaysay Award, which recognizes Asian contributions to public service, noting that he was able to push environmental issues while having "avoided the pitfall of alienating government". Liang died at the age of 78 on October 28, 2010, due to a lung infection while at a hospital in Beijing. He was survived by his wife, a daughter and a son.	
Equal	Abstract	In Sentence	Sbj-Obj		Sizzo, Prince of Schwarzburg	http://dbpedia.org/resource/Princess_Marie_Antoinette_of_Schwarzburg	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Sizzo,_Prince_of_Schwarzburg	Marie Antoinette, Princess of Schwarzburg (German: Marie Antoinette Prinzessin zu Schwarzburg; 7 February 1898 – 4 November 1984) was the eldest child of Sizzo, Prince of Schwarzburg	Marie Antoinette, Princess of Schwarzburg (German: Marie Antoinette Prinzessin zu Schwarzburg; 7 February 1898 – 4 November 1984) was the eldest child of Sizzo, Prince of Schwarzburg.	
Equal	Abstract	In Sentence	Sbj-Obj		Françoise d'Alençon	http://dbpedia.org/resource/Mary_of_Bourbon	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Françoise_d'Alençon	Mary of Bourbon or Marie de Bourbon (29 October 1515 – 28 September 1538) was a daughter of Charles, Duke of Vendôme and Françoise d'Alençon	Mary of Bourbon or Marie de Bourbon (29 October 1515 – 28 September 1538) was a daughter of Charles, Duke of Vendôme and Françoise d'Alençon, daughter of René, Duke of Alençon. Mary was the subject of marriage negotiations of James V of Scotland. He visited her in France, but subsequently married Madeleine of Valois. Mary died two years later.	
Equal	Abstract	In Sentence	Sbj-Obj		Henry II, Count of Nassau-Siegen	http://dbpedia.org/resource/Countess_Sophie_Amalie_of_Nassau-Siegen	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Henry_II,_Count_of_Nassau-Siegen	of Henry II, Count of Nassau-Siegen	Sophie Amalie of Nassau-Siegen (10 January 1650 – 25 December 1688), was a German princess member of the House of Nassau in the branch of Nassau-Siegen, and by marriage Duchess consort of Courland. She was a third child but second daughter of Henry II, Count of Nassau-Siegen and his wife Maria Magdalene, born Countess of Limburg-Stirum.	
Equal	Abstract	In Sentence	Sbj-Obj		Infanta Blanca of Spain	http://dbpedia.org/resource/Archduke_Franz_Josef_of_Austria,_Prince_of_Tuscany	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Infanta_Blanca_of_Spain	Archduke Franz Josef of Austria- Tuscany German: Franz Josef, Erzherzog von Österreich-Toskana (born in Vienna 4 February 1905 - died Hernstein, Austria 9 May 1975) was the fourth son of Archduke Leopold Salvator, Prince of Tuscany and Infanta Blanca of Spain	Archduke Franz Josef of Austria- Tuscany German: Franz Josef, Erzherzog von Österreich-Toskana (born in Vienna 4 February 1905 - died Hernstein, Austria 9 May 1975) was the fourth son of Archduke Leopold Salvator, Prince of Tuscany and Infanta Blanca of Spain. At the fall of Habsburg monarchy he moved to Barcelona, where he became a naturalized Spanish citizen. He married morgnatically twice and had a daughter from his second marriage. During World War II he lived in the United States, working in the forestry industry. In 1955 he returned to Austria. He inherited the Carlist pretensions to the Spanish throne of his brother Archduke Karl Pius and called himself Duke of Madrid. He died in 1975.	
Equal	Abstract	In Sentence	Sbj-Obj		Taddea Visconti	http://dbpedia.org/resource/Isabeau_of_Bavaria	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Taddea_Visconti	Isabeau of Bavaria (or Isabelle; also Elisabeth of Bavaria-Ingolstadt; c. 1370 – 24 September 1435) was born into the House of Wittelsbach as the eldest daughter of Duke Stephen III of Bavaria-Ingolstadt and Taddea Visconti	Isabeau of Bavaria (or Isabelle; also Elisabeth of Bavaria-Ingolstadt; c. 1370 – 24 September 1435) was born into the House of Wittelsbach as the eldest daughter of Duke Stephen III of Bavaria-Ingolstadt and Taddea Visconti of Milan. She became Queen of France when she married King Charles VI in 1385. At age 15 or 16, Isabeau was sent to France on approval to the young French king; the couple wed three days after their first meeting. Isabeau was honored in 1389 with a lavish coronation ceremony and entry into Paris. In 1392 Charles suffered the first attack of what was to become a lifelong and progressive mental illness, resulting in periodic withdrawal from government. The episodes occurred with increasing frequency, leaving a court both divided by political factions and steeped in social extravagances. A 1393 masque for one of Isabeau's ladies-in-waiting—an event later known as Bal des Ardents—ended in disaster with the King almost burning to death. Although the King demanded Isabeau's removal from his presence during his illness, he consistently allowed her to act on his behalf. In this way she became regent to the Dauphin of France (heir apparent), and sat on the regency council, allowing far more power than was usual for a medieval queen. Charles' illness created a power vacuum that eventually led to the Armagnac–Burgundian Civil War between supporters of his brother, Louis of Orléans and the royal dukes of Burgundy. Isabeau shifted allegiances as she chose the most favorable paths for the heir to the throne. When she followed the Armagnacs, the Burgundians accused her of adultery with Louis of Orléans; when she sided with the Burgundians the Armagnacs removed her from Paris and she was imprisoned. In 1407 John the Fearless assassinated Orléans, sparking hostilities between the factions. The war ended soon after Isabeau's eldest son, Charles, had John the Fearless assassinated in 1419—an act that saw him disinherited. Isabeau attended the 1420 signing of the Treaty of Troyes, which decided that the English king should inherit the French crown after the death of her husband, Charles VI. She lived in English-occupied Paris until her death in 1435. Isabeau was popularly seen as a spendthrift and irresponsible philanderess. In the late 20th and early 21st centuries historians re-examined the extensive chronicles of her lifetime, concluding that many elements of her reputation were unearned and stemmed from factionalism and propaganda.	
